id,Problem_tag_1,Problem_tag_2,Problem_tag_3,Problem_tag_4,Solved,Problem Rating
1838A,constructive algorithms,math,,,x22164,800
1837F,binary search,data structures,greedy,implementation,x2386,2400
1837E,combinatorics,trees,,,x2359,2200
1837D,constructive algorithms,greedy,,,x17672,1400
1837C,constructive algorithms,greedy,,,x23355,1000
1837B,greedy,,,,x37270,900
1837A,constructive algorithms,math,,,x40759,800
1836B,greedy,math,,,x13184,1100
1836A,implementation,sortings,,,x20999,800
1835F,bitmasks,dfs and similar,graph matchings,graphs,x204,3500
1835E,combinatorics,dp,probabilities,,x248,3500
1835D,dfs and similar,graphs,math,number theory,x590,2900
1835C,bitmasks,brute force,constructive algorithms,math,x1075,2600
1835B,binary search,brute force,greedy,math,x1017,2500
1835A,brute force,implementation,math,,x8378,1700
1834F,brute force,math,,,x580,2500
1834E,binary search,data structures,implementation,math,x2474,2300
1834D,brute force,data structures,greedy,implementation,x5066,1900
1834C,games,greedy,math,strings,x14244,1200
1834B,greedy,math,,,x16185,1000
1834A,greedy,math,,,,800
1833G,constructive algorithms,dfs and similar,dp,dsu,x5898,1800
1833F,combinatorics,constructive algorithms,data structures,implementation,x8657,1700
1833E,dfs and similar,dsu,graphs,shortest paths,x14664,1600
1833D,brute force,constructive algorithms,greedy,,x14308,1400
1833C,greedy,math,,,x27136,800
1833B,greedy,sortings,,,x28270,900
1833A,implementation,strings,,,x33966,800
1832F,binary search,dp,,,x309,3200
1832E,brute force,combinatorics,dp,,x2349,2200
1832D2,binary search,constructive algorithms,greedy,implementation,x2086,2400
1832D1,binary search,greedy,implementation,math,x3137,2100
1832C,greedy,implementation,,,x26197,1200
1832B,brute force,sortings,two pointers,,x27278,1100
1832A,strings,,,,x27146,800
1831B,constructive algorithms,greedy,,,x26231,1000
1831A,constructive algorithms,,,,x33961,800
1830F,data structures,dp,,,x297,3200
1830E,data structures,math,,,x278,3500
1830D,brute force,dp,trees,,x784,2800
1830C,combinatorics,greedy,hashing,math,x1914,2400
1830B,brute force,math,,,x5344,2000
1830A,dfs and similar,dp,graphs,trees,x16310,1400
1829H,bitmasks,combinatorics,dp,math,x8974,1700
1829G,data structures,dp,implementation,math,x12337,1600
1829F,dfs and similar,graphs,math,,x19669,1300
1829E,dfs and similar,dsu,graphs,implementation,x23138,1100
1829D,brute force,dfs and similar,dp,implementation,x29897,1000
1829C,bitmasks,greedy,implementation,,x30753,800
1829B,implementation,,,,x58560,800
1829A,implementation,strings,,,x60403,800
1828B,math,number theory,,,x29334,900
1828A,constructive algorithms,math,,,x24553,800
1827F,constructive algorithms,data structures,greedy,,x123,3500
1827E,binary search,constructive algorithms,dfs and similar,greedy,x499,3400
1827D,data structures,dfs and similar,greedy,trees,x822,2800
1827C,binary search,brute force,data structures,dp,x1488,2600
1827B2,binary search,data structures,dp,greedy,x2071,2400
1827B1,binary search,dp,dsu,greedy,x4190,2000
1827A,combinatorics,math,sortings,two pointers,x22769,1100
1826F,geometry,interactive,math,probabilities,x417,2800
1826E,bitmasks,brute force,data structures,dp,x1787,2400
1826D,brute force,dp,greedy,,x12095,1700
1826C,greedy,math,number theory,,x14650,1300
1826B,math,number theory,,,x21792,1100
1826A,brute force,greedy,implementation,sortings,x16322,1200
1825B,greedy,math,,,x15492,1000
1825A,greedy,strings,,,x20218,800
1824E,data structures,trees,,,x168,3500
1824D,data structures,,,,x555,3000
1824C,data structures,dfs and similar,dp,dsu,x1536,2500
1824B2,combinatorics,dfs and similar,math,probabilities,x2971,2300
1824B1,combinatorics,math,probabilities,trees,x5184,1800
1824A,greedy,implementation,,,x11960,1400
1823F,dp,graphs,math,probabilities,x1054,2600
1823E,brute force,dp,games,graphs,x1363,2500
1823D,constructive algorithms,math,strings,,x4094,1900
1823C,greedy,math,number theory,,x13127,1300
1823B,brute force,math,sortings,,x17215,900
1823A,combinatorics,constructive algorithms,math,,x16795,800
1822G2,brute force,data structures,math,number theory,x2653,2200
1822G1,brute force,data structures,math,number theory,x8063,1700
1822F,brute force,dfs and similar,dp,graphs,x6890,1700
1822E,greedy,math,strings,,x11487,1600
1822D,constructive algorithms,math,,,x17914,1200
1822C,math,,,,x23971,800
1822B,greedy,math,sortings,,x25824,800
1822A,brute force,implementation,,,x25334,800
1821F,combinatorics,dp,fft,math,x817,2600
1821E,brute force,dp,greedy,sortings,x2524,2100
1821D,binary search,brute force,greedy,math,x5288,1900
1821C,brute force,implementation,math,strings,x15298,1300
1821B,brute force,greedy,,,x22303,1100
1821A,combinatorics,math,,,x20546,800
1820B,math,strings,two pointers,,x17846,1100
1820A,implementation,strings,,,x17226,800
1819F,data structures,dp,,,x142,3500
1819E,interactive,math,probabilities,trees,x346,3200
1819D,brute force,data structures,dp,two pointers,x752,2800
1819C,constructive algorithms,dp,implementation,math,x1631,2400
1819B,geometry,greedy,implementation,sortings,x3859,1900
1819A,brute force,greedy,,,x13696,1300
1818B,constructive algorithms,,,,x16111,900
1818A,greedy,implementation,,,x13643,800
1817F,string suffix structures,strings,,,x264,3500
1817E,brute force,divide and conquer,greedy,,x312,3400
1817D,constructive algorithms,games,implementation,,x937,2700
1817C,combinatorics,math,,,x1130,2400
1817B,brute force,constructive algorithms,dfs and similar,graphs,x4584,1900
1817A,binary search,data structures,greedy,,x12045,1500
1816B,constructive algorithms,greedy,,,x16041,1000
1816A,constructive algorithms,geometry,number theory,,x18335,800
1815F,constructive algorithms,graphs,math,,x300,3500
1815E,dp,math,number theory,strings,x375,3100
1815D,bitmasks,combinatorics,dp,math,x1284,2600
1815C,constructive algorithms,dfs and similar,graphs,greedy,x2131,2200
1815B,brute force,constructive algorithms,graphs,implementation,x3289,2000
1815A,greedy,math,,,x15101,1300
1814F,brute force,divide and conquer,dsu,,x758,2700
1814E,data structures,dp,matrices,,x1532,2300
1814D,binary search,brute force,data structures,math,,2500
1814C,constructive algorithms,greedy,sortings,,x11782,1500
1814B,brute force,math,,,x10764,1700
1814A,implementation,math,,,x37137,800
1812J,*special problem,constructive algorithms,strings,,x6155,
1812I,*special problem,,,,x279,
1812H,*special problem,interactive,,,x157,
1812G,*special problem,implementation,,,x582,
1812F,*special problem,number theory,,,x1295,
1812E,*special problem,*special problem,constructive algorithms,geometry,x4188,
1812D,*special problem,constructive algorithms,math,number theory,x4775,
1812C,*special problem,,,,x1309,
1812B,*special problem,*special problem,*special problem,brute force,x5923,
1812A,*special problem,*special problem,*special problem,expression parsing,x13876,
1811G2,binary search,combinatorics,data structures,dp,x1932,2200
1811G1,combinatorics,dp,math,,x2256,2100
1811F,dfs and similar,graphs,implementation,,x1987,2100
1811E,binary search,dp,math,number theory,x13448,1500
1811D,constructive algorithms,implementation,math,,x8133,1600
1811C,constructive algorithms,greedy,,,x21319,1100
1811B,implementation,math,,,x21561,1000
1811A,greedy,math,strings,,x33160,800
1810H,combinatorics,math,,,x156,2900
1810G,dp,,,,x849,3200
1810F,data structures,math,sortings,trees,x612,2800
1810E,brute force,data structures,dfs and similar,dsu,x3510,2100
1810D,binary search,math,,,x7961,1700
1810C,brute force,greedy,sortings,,x15584,1300
1810B,constructive algorithms,math,number theory,,x18115,800
1810A,brute force,greedy,,,x21337,800
1809G,combinatorics,dp,math,,x486,2800
1809F,binary search,data structures,graphs,greedy,x835,2500
1809E,binary search,dp,implementation,math,x953,2400
1809D,constructive algorithms,greedy,,,x6767,1800
1809C,constructive algorithms,greedy,math,,x14009,1500
1809B,binary search,greedy,math,,x21225,1000
1809A,implementation,,,,x24563,800
1.81E+06,brute force,combinatorics,dp,math,x483,2800
1.81E+05,combinatorics,divide and conquer,dp,matrices,x750,2500
1.81E+04,combinatorics,divide and conquer,dp,,x1454,2200
1808D,binary search,brute force,data structures,two pointers,x2513,2100
1808C,brute force,dp,greedy,implementation,x4074,1900
1808B,math,sortings,,,x22031,1200
1808A,brute force,implementation,,,x19492,900
1807G2,bitmasks,dp,greedy,implementation,x22711,1100
1807G1,brute force,data structures,dp,greedy,x20710,1100
1807F,brute force,dfs and similar,implementation,,x6848,1700
1807E,binary search,implementation,interactive,,x14773,1300
1807D,data structures,implementation,,,x42139,900
1807C,greedy,implementation,strings,,x32432,800
1807B,greedy,,,,x45788,800
1807A,implementation,,,,x72829,800
1806F2,greedy,math,sortings,,x390,2900
1806F1,greedy,math,number theory,sortings,x421,2900
1806E,brute force,data structures,dfs and similar,trees,x3113,2200
1806D,combinatorics,dp,dsu,math,x1013,2500
1806C,brute force,constructive algorithms,math,,x8183,1600
1806B,constructive algorithms,greedy,,,x18929,900
1806A,geometry,greedy,math,,x31602,800
1805F2,greedy,math,sortings,two pointers,x393,3100
1805F1,binary search,brute force,implementation,math,x1082,2600
1805E,brute force,data structures,dfs and similar,dp,x1758,2300
1805D,dfs and similar,dp,graphs,greedy,x7590,1800
1805C,binary search,data structures,geometry,math,x13394,1400
1805B,greedy,strings,,,x19236,800
1805A,bitmasks,brute force,,,x30484,800
1804H,bitmasks,dp,,,x219,3300
1804G,data structures,dsu,implementation,,x217,3500
1804F,binary search,divide and conquer,graphs,shortest paths,x1058,2700
1804E,bitmasks,brute force,dfs and similar,dp,x1585,2400
1804D,brute force,dp,greedy,implementation,x4892,2000
1804C,brute force,greedy,math,number theory,x12965,1500
1804B,greedy,implementation,,,x14867,1000
1804A,greedy,math,,,x18321,800
1802B,greedy,implementation,math,,x13989,1000
1802A,greedy,implementation,,,x16214,800
1801G,data structures,string suffix structures,strings,,x473,3400
1801F,dp,math,meet-in-the-middle,number theory,x654,2700
1801E,data structures,divide and conquer,dsu,hashing,x543,3000
1801D,binary search,data structures,dp,graphs,x2499,2100
1801C,binary search,data structures,dp,greedy,x3776,1900
1801B,data structures,greedy,sortings,,x6889,1800
1801A,bitmasks,constructive algorithms,,,x9272,1600
1800G,dfs and similar,hashing,implementation,trees,x2328,2200
1800F,bitmasks,hashing,meet-in-the-middle,strings,x4256,1900
1.80E+05,brute force,constructive algorithms,dfs and similar,dsu,x14136,1500
1.80E+04,brute force,constructive algorithms,dsu,graphs,x14331,1400
1800D,data structures,greedy,hashing,strings,x26621,1200
1800C2,data structures,greedy,,,x24793,1100
1800C1,data structures,greedy,,,x25486,1000
1800B,greedy,strings,,,x27026,1000
1800A,implementation,strings,,,x34244,800
1799H,bitmasks,dfs and similar,dp,,x344,3200
1799G,combinatorics,dp,math,,x871,2600
1799F,binary search,brute force,dp,greedy,x925,2700
1799E,constructive algorithms,dfs and similar,dsu,geometry,x1311,2300
1799D2,data structures,dp,,,x2718,2100
1799D1,dp,,,,x5114,1900
1799C,greedy,strings,,,x6421,1700
1799B,brute force,constructive algorithms,greedy,math,x12067,1200
1799A,data structures,greedy,implementation,math,,800
1798F,dp,math,number theory,,x552,2500
1798E,brute force,dp,,,x1734,2300
1798D,constructive algorithms,greedy,math,,x11670,1600
1798C,greedy,math,number theory,,x8788,1700
1798B,brute force,data structures,greedy,implementation,x17809,1000
1798A,greedy,implementation,sortings,,x20670,800
1797F,data structures,dfs and similar,divide and conquer,dsu,x388,3000
1797E,brute force,data structures,dsu,math,x1442,2300
1797D,brute force,data structures,dfs and similar,dp,x4296,1900
1797C,constructive algorithms,greedy,interactive,,x8355,1600
1797B,constructive algorithms,greedy,,,x19308,1100
1797A,constructive algorithms,flows,graphs,greedy,x18401,800
1796F,brute force,math,number theory,,x203,2900
1796E,dfs and similar,dp,games,greedy,x857,2500
1796D,data structures,dp,greedy,two pointers,x4828,2000
1796C,binary search,math,,,x11295,1600
1796B,implementation,strings,,,x17406,1000
1796A,brute force,implementation,strings,,x19295,800
1795G,bitmasks,dfs and similar,graphs,,x738,2700
1795F,binary search,constructive algorithms,dfs and similar,greedy,x1238,2400
1795E,binary search,data structures,dp,greedy,x2213,2200
1795D,combinatorics,math,,,x10736,1600
1795C,binary search,data structures,implementation,,x14793,1500
1795B,brute force,geometry,greedy,,x23096,900
1795A,brute force,implementation,strings,,x24121,800
1794E,data structures,dp,greedy,hashing,x1213,2400
1794D,combinatorics,divide and conquer,dp,math,x3965,1900
1794C,binary search,greedy,math,two pointers,x17245,1300
1794B,constructive algorithms,greedy,math,,x29133,900
1794A,strings,,,,x18126,800
1793F,brute force,data structures,divide and conquer,implementation,x1501,2600
1793E,binary search,data structures,dp,greedy,x1186,2600
1793D,binary search,dp,greedy,implementation,x6664,1800
1793C,constructive algorithms,data structures,two pointers,,x25371,1200
1793B,constructive algorithms,math,,,x16552,1100
1793A,greedy,math,,,x18484,800
1792F2,brute force,combinatorics,divide and conquer,dp,x428,2900
1792F1,combinatorics,dp,graphs,,x793,2700
1792E,brute force,dfs and similar,dp,number theory,x1501,2400
1792D,binary search,bitmasks,data structures,hashing,x6980,1700
1792C,binary search,brute force,greedy,math,x15476,1500
1792B,greedy,math,,,x22885,1200
1792A,greedy,sortings,,,x29500,800
1791G2,binary search,greedy,sortings,,x5244,1900
1791G1,greedy,sortings,,,x27265,1100
1791F,binary search,brute force,data structures,,x13960,1500
1791E,dp,greedy,sortings,,x33714,1100
1791D,brute force,greedy,strings,,x38155,1000
1791C,implementation,two pointers,,,x56728,800
1791B,geometry,implementation,,,x48456,800
1791A,implementation,strings,,,x70366,800
1790G,constructive algorithms,dfs and similar,graphs,shortest paths,x1224,2300
1790F,brute force,dfs and similar,divide and conquer,graphs,x3612,2100
1790E,bitmasks,constructive algorithms,,,x16346,1400
1790D,data structures,greedy,sortings,,x24677,1200
1790C,brute force,implementation,math,,x25660,1000
1790B,greedy,greedy,math,,x28285,800
1790A,implementation,math,strings,,x39116,800
1789F,bitmasks,brute force,dp,greedy,x805,2700
1789E,brute force,dp,implementation,math,x891,2500
1789D,bitmasks,brute force,constructive algorithms,implementation,x1807,2200
1789C,combinatorics,dp,implementation,math,x9420,1500
1789B,brute force,implementation,strings,two pointers,x16771,800
1789A,brute force,math,number theory,,x24082,800
1788F,bitmasks,constructive algorithms,dfs and similar,dsu,x927,2500
1788E,data structures,dfs and similar,dp,,x2925,2200
1788D,binary search,brute force,combinatorics,math,x4242,2000
1788C,constructive algorithms,greedy,math,,x18398,1300
1788B,constructive algorithms,greedy,implementation,math,x21246,1100
1788A,brute force,implementation,math,,x38926,800
1787I,data structures,divide and conquer,two pointers,,x328,3400
1787H,binary search,data structures,dp,geometry,x303,3300
1787G,brute force,data structures,trees,,x499,3000
